test_case_id,title,module,screen_id,topic,priority,type,preconditions,test_data,test_steps,expected_result
TC_1868_002,Solve the math problem incorrectly to ensure the alarm remains,tutorial,1868,tutorial,P1,Functional,The user is on the puzzle-solving screen with the math problem displayed,15+22+33,Click on the number '1' in the number grid | Click on the number '5' in the number grid | Click on the '+' button in the number grid | Click on the number '2' in the number grid | Click on the '+' button in the number grid | Click on the number '2' in the number grid | Click on the '+' button in the number grid | Click on the number '3' in the number grid | Click on the '+' button in the number grid | Click on the number '3' in the number grid | Click on the checkmark button to submit the answer,"The progress indicator should remain, and the alarm should not be dismissed"
TC_1868_003,Ensure the progress indicator disappears when the correct answer is submitted,tutorial,1868,tutorial,P1,Functional,The user is on the puzzle-solving screen with the math problem displayed,15+22+33,Click on the number '1' in the number grid | Click on the number '5' in the number grid | Click on the '+' button in the number grid | Click on the number '2' in the number grid | Click on the '+' button in the number grid | Click on the number '2' in the number grid | Click on the '+' button in the number grid | Click on the number '3' in the number grid | Click on the '+' button in the number grid | Click on the number '3' in the number grid | Click on the checkmark button to submit the answer,The progress indicator should disappear
TC_1868_004,Ensure the progress indicator remains when the incorrect answer is submitted,tutorial,1868,tutorial,P1,Functional,The user is on the puzzle-solving screen with the math problem displayed,15+22+33,Click on the number '1' in the number grid | Click on the number '5' in the number grid | Click on the '+' button in the number grid | Click on the number '2' in the number grid | Click on the '+' button in the number grid | Click on the number '2' in the number grid | Click on the '+' button in the number grid | Click on the number '3' in the number grid | Click on the '+' button in the number grid | Click on the number '3' in the number grid | Click on the checkmark button to submit the answer,The progress indicator should remain
TC_18712_001,Positive flow: User grants permission to use location services,Weather App,18712,tutorial,P1,Functional,The user is on the permission request page for the Weather Live app.,Location services are enabled on the user's device.,"Open the Weather Live app. | Navigate to the permission request page. | Click on the 'OK, I UNDERSTAND' button.","The user is granted permission to use location services, and the app proceeds to the main screen with location-based weather information."
TC_18712_002,Negative flow: User denies permission to use location services,Weather App,18712,tutorial,P1,Functional,The user is on the permission request page for the Weather Live app.,Location services are disabled on the user's device.,"Open the Weather Live app. | Navigate to the permission request page. | Click on the 'OK, I UNDERSTAND' button.","The user is denied permission to use location services, and the app displays a message indicating that location-based weather information cannot be provided."
TC_18712_003,Negative flow: User clicks on the privacy policy link,Weather App,18712,tutorial,P1,Functional,The user is on the permission request page for the Weather Live app.,The user clicks on the 'Privacy Policy' link.,Open the Weather Live app. | Navigate to the permission request page. | Click on the 'Privacy Policy' link.,"The user is redirected to the privacy policy page, and the permission request page remains open."
TC_18712_004,"Negative flow: User clicks on the 'OK, I UNDERSTAND' button multiple times",Weather App,18712,tutorial,P1,Functional,The user is on the permission request page for the Weather Live app.,"The user clicks on the 'OK, I UNDERSTAND' button multiple times.","Open the Weather Live app. | Navigate to the permission request page. | Click on the 'OK, I UNDERSTAND' button multiple times.","The user is granted permission to use location services, and the app proceeds to the main screen with location-based weather information."
TC_18712_005,"Negative flow: User clicks on the 'OK, I UNDERSTAND' button while location services are disabled",Weather App,18712,tutorial,P1,Functional,The user is on the permission request page for the Weather Live app.,Location services are disabled on the user's device.,"Open the Weather Live app. | Navigate to the permission request page. | Click on the 'OK, I UNDERSTAND' button while location services are disabled.","The user is denied permission to use location services, and the app displays a message indicating that location-based weather information cannot be provided."
TC_18712_006,"Negative flow: User clicks on the 'OK, I UNDERSTAND' button while location services are enabled",Weather App,18712,tutorial,P1,Functional,The user is on the permission request page for the Weather Live app.,Location services are enabled on the user's device.,"Open the Weather Live app. | Navigate to the permission request page. | Click on the 'OK, I UNDERSTAND' button while location services are enabled.","The user is granted permission to use location services, and the app proceeds to the main screen with location-based weather information."
TC_18717_001,Verify the functionality of the 'Reset' button,tutorial,18717,tutorial,P1,Functional,,,Click on the 'Reset' button at the bottom of the screen.,The array should be reset to its initial state.
TC_18717_002,Verify the functionality of the 'Step' button,tutorial,18717,tutorial,P1,Functional,,,Click on the 'Step' button at the bottom of the screen.,The next step of the Bubble Sort algorithm should be executed.
TC_18717_003,Verify the functionality of the 'Run' button,tutorial,18717,tutorial,P1,Functional,,,Click on the 'Run' button at the bottom of the screen.,The Bubble Sort algorithm should be executed until the array is sorted.
TC_18717_004,Verify the 'Test' button functionality,tutorial,18717,tutorial,P1,Functional,,,Click on the 'Test' button at the top right corner of the screen.,The current state of the array should be displayed in the visual representation.
TC_18717_005,Verify the visual representation of the array,tutorial,18717,tutorial,P1,Functional,,,Observe the visual representation of the array.,The visual representation should accurately reflect the current state of the array.
TC_18717_006,Verify the 'Step' and 'Run' button interaction,tutorial,18717,tutorial,P1,Functional,,,Click on the 'Step' button multiple times. | Click on the 'Run' button.,The 'Step' button should execute the next step of the Bubble Sort algorithm. | The 'Run' button should execute the Bubble Sort algorithm until the array is sorted.
TC_18717_007,Verify the 'Reset' and 'Step' button interaction,tutorial,18717,tutorial,P1,Functional,,,Click on the 'Reset' button. | Click on the 'Step' button multiple times.,The 'Reset' button should reset the array to its initial state. | The 'Step' button should execute the next step of the Bubble Sort algorithm.
TC_18717_008,Verify the 'Reset' and 'Run' button interaction,tutorial,18717,tutorial,P1,Functional,,,Click on the 'Reset' button. | Click on the 'Run' button.,The 'Reset' button should reset the array to its initial state. | The 'Run' button should execute the Bubble Sort algorithm until the array is sorted.
TC_18717_009,Verify the 'Step' and 'Reset' button interaction,tutorial,18717,tutorial,P1,Functional,,,Click on the 'Step' button multiple times. | Click on the 'Reset' button.,The 'Step' button should execute the next step of the Bubble Sort algorithm. | The 'Reset' button should reset the array to its initial state.
TC_18731_001,Open the app and navigate to the French phrases section,Language Learning App,18731,gallery,P0,Functional,The app is installed and running,,Open the Language Learning App | Navigate to the French phrases section,The French phrases section is displayed
TC_18731_002,Search for a specific phrase,Language Learning App,18731,gallery,P1,Functional,The app is open and on the French phrases section,traffic lights,Click on the search icon in the header | Enter 'traffic lights' in the search bar | Press the search button,The search results for 'traffic lights' are displayed
TC_18731_003,Select a category,Language Learning App,18731,gallery,P1,Functional,The app is open and on the French phrases section,Common,Click on the 'Common' category in the list rows,The 'Common' category is selected and displayed
TC_18731_004,Click on a suggestion,Language Learning App,18731,gallery,P1,Functional,The app is open and on the French phrases section,feux,Click on the 'feux' suggestion in the 'Suggestion' section,The details for 'feux' are displayed
TC_18731_005,Click on a list row,Language Learning App,18731,gallery,P1,Functional,The app is open and on the French phrases section,Emergency,Click on the 'Emergency' category in the list rows,The 'Emergency' category is selected and displayed
